,n_votes,who,unique_who,mean,std
sub-NDARNB824ARJ_T1w__ax_91,4,"{'satra', 'dnkennedy', 'ekubota'}",3,1.0,0.0
sub-NDARNC561KDP_T1w__ax_100,6,"{'Dnkennedy', 'Dylan', 'akeshavan', 'binarybottle', 'arokem'}",5,0.0,0.0
sub-NDARNC561KDP_T1w__ax_120,4,"{'Dnkennedy', 'binarybottle', 'gkiar', 'dnkennedy'}",4,0.75,0.5
sub-NDARNC561KDP_T1w__ax_140,5,"{'akeshavan', 'Dnkennedy', 'Dylan'}",3,0.6,0.5477225575051662
sub-NDARNC561KDP_T1w__ax_60,5,"{'Dylan', 'Dnkennedy', 'gkiar', 'dnkennedy'}",4,0.0,0.0
sub-NDARNC561KDP_T1w__ax_80,4,"{'cjmarkie', 'ekubota'}",2,0.0,0.0
sub-NDARND348HB3_T1w__ax_100,7,"{'Dylan', 'Dnkennedy', 'gkiar', 'satra'}",4,1.0,0.0
sub-NDARND348HB3_T1w__ax_120,3,"{'arokem', 'dnkennedy', 'ekubota'}",3,0.3333333333333333,0.5773502691896258
sub-NDARND348HB3_T1w__ax_140,4,"{'Dylan', 'cMadan', 'Kesh'}",3,1.0,0.0
sub-NDARND348HB3_T1w__ax_60,9,"{'Dnkennedy', 'satra', 'gkiar', 'ekubota'}",4,0.8888888888888888,0.33333333333333337
sub-NDARND348HB3_T1w__ax_80,5,"{'Dylan', 'dnkennedy', '62442katieb', 'gkiar', 'satra'}",5,1.0,0.0
sub-NDARNE511XHU_T1w__ax_105,4,"{'akeshavan', 'cjmarkie', 'cMadan'}",3,0.75,0.5
sub-NDARNE511XHU_T1w__ax_125,7,"{'Dylan', 'Dnkennedy', 'dnkennedy', 'cjmarkie'}",4,1.0,0.0
sub-NDARNE511XHU_T1w__ax_145,3,"{'Dnkennedy', 'dnkennedy', 'another_anisha'}",3,0.6666666666666666,0.5773502691896258
sub-NDARNE511XHU_T1w__ax_65,4,"{'Dnkennedy', 'dnkennedy', 'pbellec', '62442katieb'}",4,1.0,0.0
sub-NDARNE511XHU_T1w__ax_85,6,"{'Dylan', 'ekubota', 'akeshavan', 'andronovhopf'}",4,1.0,0.0
sub-NDARNE758RD6_T1w__ax_106,5,"{'Dnkennedy', 'another_anisha', 'a_fake_user', 'sliew', 'binarybottle'}",5,1.0,0.0
sub-NDARNE758RD6_T1w__ax_126,7,"{'Dylan', 'akeshavan', 'cMadan', 'cjmarkie', 'andronovhopf'}",5,0.8571428571428571,0.37796447300922725
sub-NDARNE758RD6_T1w__ax_146,5,"{'Dylan', 'dnkennedy', 'cjmarkie', '62442katieb'}",4,1.0,0.0
sub-NDARNE758RD6_T1w__ax_66,4,"{'Dylan', 'Dnkennedy'}",2,1.0,0.0
sub-NDARNE758RD6_T1w__ax_86,3,"{'Dnkennedy', 'arokem'}",2,1.0,0.0
sub-NDARNF954MK3_T1w__ax_118,4,"{'anisha', 'Dnkennedy', 'Dylan', 'cMadan'}",4,0.75,0.5
sub-NDARNF954MK3_T1w__ax_138,4,"{'Dylan', 'pdonnelly', 'ekubota'}",3,0.75,0.5
sub-NDARNF954MK3_T1w__ax_58,5,"{'Dylan', 'ekubota', '62442katieb'}",3,1.0,0.0
sub-NDARNF954MK3_T1w__ax_78,4,"{'Dnkennedy', 'satra', 'gkiar'}",3,0.75,0.5
sub-NDARNF954MK3_T1w__ax_98,4,"{'Dylan', 'Kesh', 'jyeatman '}",3,0.5,0.5773502691896257
sub-NDARNF994TPA_T1w__ax_106,4,"{'cjmarkie', 'Kesh', 'ekubota', 'pdonnelly'}",4,0.25,0.5
sub-NDARNF994TPA_T1w__ax_126,9,"{'akeshavan', 'gkiar', 'pdonnelly', 'cjmarkie', 'andronovhopf'}",5,0.6666666666666666,0.5
sub-NDARNF994TPA_T1w__ax_146,5,"{'Dylan', 'cjmarkie', 'dnkennedy', 'Kesh'}",4,0.6,0.5477225575051662
sub-NDARNF994TPA_T1w__ax_66,4,"{'Dylan', 'bv42', 'pdonnelly', 'arokem'}",4,1.0,0.0
sub-NDARNF994TPA_T1w__ax_86,5,"{'Dylan', 'dnkennedy', 'ekubota'}",3,1.0,0.0
sub-NDARNG309KZ8_T1w__ax_118,4,"{'akeshavan', 'cjmarkie', 'cMadan', 'jyeatman '}",4,1.0,0.0
sub-NDARNG309KZ8_T1w__ax_138,3,"{'Dylan', 'cMadan', 'ekubota'}",3,1.0,0.0
sub-NDARNG309KZ8_T1w__ax_58,4,"{'Dnkennedy', 'binarybottle', 'cjmarkie'}",3,1.0,0.0
sub-NDARNG309KZ8_T1w__ax_78,5,"{'Dnkennedy', 'satra', 'cMadan', 'ekubota'}",4,1.0,0.0
sub-NDARNG309KZ8_T1w__ax_98,4,"{'arokem', 'dnkennedy', 'cjmarkie', 'ekubota'}",4,1.0,0.0
sub-NDARNG689AAP_T1w__ax_116,4,"{'Dylan', 'sliew', 'Kesh', 'ekubota'}",4,1.0,0.0
sub-NDARNG689AAP_T1w__ax_136,5,"{'Dylan', 'bv42', 'cjmarkie', 'Kesh'}",4,1.0,0.0
sub-NDARNG689AAP_T1w__ax_56,4,"{'Dylan', 'gkiar', 'dnkennedy', 'ekubota'}",4,1.0,0.0
sub-NDARNG689AAP_T1w__ax_76,4,"{'akeshavan', 'ekubota', 'cMadan', 'arokem'}",4,1.0,0.0
sub-NDARNG689AAP_T1w__ax_96,4,"{'Dylan', 'cMadan', '62442katieb'}",3,0.75,0.5
sub-NDARNH342XLK_T1w__ax_113,3,"{'dnkennedy', 'another_anisha', 'arokem'}",3,1.0,0.0
sub-NDARNH342XLK_T1w__ax_133,7,"{'anisha', 'Dnkennedy', 'akeshavan', 'ekubota'}",4,1.0,0.0
sub-NDARNH342XLK_T1w__ax_53,3,"{'Dnkennedy', 'satra', 'Dylan'}",3,1.0,0.0
sub-NDARNH342XLK_T1w__ax_73,4,"{'vkeshavan', 'gkiar', 'cjmarkie', 'ekubota'}",4,0.75,0.5
sub-NDARNH342XLK_T1w__ax_93,5,"{'Dylan', 'Dnkennedy', 'dnkennedy', 'ekubota'}",4,1.0,0.0
sub-NDARNJ687DMC_T1w__ax_108,5,"{'Dnkennedy', 'Dylan', 'dnkennedy'}",3,1.0,0.0
sub-NDARNJ687DMC_T1w__ax_128,4,"{'Dylan', 'Dnkennedy', 'another_anisha', 'ekubota'}",4,1.0,0.0
sub-NDARNJ687DMC_T1w__ax_148,2,"{'Dnkennedy', 'gkiar'}",2,0.5,0.7071067811865476
sub-NDARNJ687DMC_T1w__ax_68,4,"{'Dylan', 'Dnkennedy', 'pdonnelly', 'ekubota'}",4,0.75,0.5
sub-NDARNJ687DMC_T1w__ax_88,8,"{'Dnkennedy', 'dnkennedy', 'akeshavan', 'gkiar', 'sliew', 'ekubota', 'cjmarkie'}",7,1.0,0.0
sub-NDARNJ715JPV_T1w__ax_103,3,"{'gkiar', 'pdonnelly', 'ekubota'}",3,0.6666666666666666,0.5773502691896258
sub-NDARNJ715JPV_T1w__ax_123,5,"{'Kesh', 'akeshavan', 'satra', 'cMadan', 'cjmarkie'}",5,1.0,0.0
sub-NDARNJ715JPV_T1w__ax_143,5,"{'Dylan', 'Dnkennedy', 'gkiar'}",3,0.8,0.44721359549995804
sub-NDARNJ715JPV_T1w__ax_63,4,"{'akeshavan', 'ekubota', 'pbellec'}",3,1.0,0.0
sub-NDARNJ715JPV_T1w__ax_83,4,"{'Dylan', 'ekubota', 'arokem'}",3,1.0,0.0
sub-NDARNJ894VH2_T1w__ax_104,5,"{'dnkennedy', 'pdonnelly', 'cMadan', '62442katieb'}",4,0.8,0.4472135954999579
sub-NDARNJ894VH2_T1w__ax_124,4,"{'Dylan', 'Dnkennedy', 'cjmarkie'}",3,1.0,0.0
sub-NDARNJ894VH2_T1w__ax_144,3,{'Dylan'},1,1.0,0.0
sub-NDARNJ894VH2_T1w__ax_64,5,"{'Dylan', 'sliew', 'dnkennedy', 'cjmarkie'}",4,1.0,0.0
sub-NDARNJ894VH2_T1w__ax_84,6,"{'akeshavan', 'cjmarkie', 'andronovhopf'}",3,1.0,0.0
sub-NDARNK329VC3_T1w__ax_100,6,"{'Dylan', 'Dnkennedy', 'cjmarkie', 'pdonnelly'}",4,0.8333333333333334,0.408248290463863
sub-NDARNK329VC3_T1w__ax_120,6,"{'Dylan', 'Dnkennedy', 'dnkennedy', 'cjmarkie'}",4,1.0,0.0
sub-NDARNK329VC3_T1w__ax_140,5,"{'akeshavan', 'gkiar', 'ekubota', 'pbellec'}",4,1.0,0.0
sub-NDARNK329VC3_T1w__ax_60,3,"{'gkiar', 'pdonnelly'}",2,1.0,0.0
sub-NDARNK329VC3_T1w__ax_80,5,"{'anisha', 'Dnkennedy', 'gkiar', 'cjmarkie'}",4,1.0,0.0
sub-NDARNL134VF0_T1w__ax_114,4,"{'akeshavan', 'cjmarkie', 'Kesh'}",3,0.75,0.5
sub-NDARNL134VF0_T1w__ax_134,9,"{'Dylan', 'akeshavan', 'anisha', 'bv42', 'cjmarkie'}",5,0.6666666666666666,0.5
sub-NDARNL134VF0_T1w__ax_154,5,"{'Dylan', 'Dnkennedy', 'gkiar', 'binarybottle'}",4,1.0,0.0
sub-NDARNL134VF0_T1w__ax_74,4,"{'Dylan', 'bv42', 'another_anisha'}",3,0.5,0.5773502691896257
sub-NDARNL134VF0_T1w__ax_94,4,"{'akeshavan', 'ekubota'}",2,0.75,0.5
sub-NDARNL599TMZ_T1w__ax_104,3,"{'Dylan', 'Dnkennedy'}",2,1.0,0.0
sub-NDARNL599TMZ_T1w__ax_124,5,"{'Dnkennedy', 'akeshavan', 'gkiar', 'ekubota', 'cjmarkie'}",5,1.0,0.0
sub-NDARNL599TMZ_T1w__ax_144,5,"{'Dylan', 'dnkennedy', 'cjmarkie', 'ekubota'}",4,0.6,0.5477225575051662
sub-NDARNL599TMZ_T1w__ax_64,6,"{'Kesh', 'gkiar', 'satra', 'pdonnelly', 'ekubota', 'bv42'}",6,0.8333333333333334,0.408248290463863
sub-NDARNL599TMZ_T1w__ax_84,4,"{'bv42', 'pdonnelly', 'pbellec'}",3,0.5,0.5773502691896257
sub-NDARNL807DKC_T1w__ax_111,5,"{'Dnkennedy', 'cMadan', 'ekubota'}",3,0.8,0.4472135954999579
sub-NDARNL807DKC_T1w__ax_131,4,"{'Dylan', 'cjmarkie', 'akeshavan', 'another_anisha'}",4,0.25,0.5
sub-NDARNL807DKC_T1w__ax_51,4,"{'dnkennedy', 'ekubota'}",2,1.0,0.0
sub-NDARNL807DKC_T1w__ax_71,5,"{'gkiar', 'pdonnelly', 'Danjonpeterson ', 'bv42', 'cjmarkie'}",5,1.0,0.0
sub-NDARNL807DKC_T1w__ax_91,7,"{'Dylan', 'Dnkennedy', '62442katieb', 'gkiar', 'cjmarkie'}",5,1.0,0.0
sub-NDARNM624PDC_T1w__ax_103,3,"{'Dylan', 'dnkennedy', 'cjmarkie'}",3,0.0,0.0
sub-NDARNM624PDC_T1w__ax_123,5,"{'cjmarkie', 'satra', 'bv42', 'cMadan', 'andronovhopf'}",5,0.4,0.5477225575051662
sub-NDARNM624PDC_T1w__ax_143,4,"{'Dylan', 'dnkennedy', 'ekubota'}",3,0.0,0.0
sub-NDARNM624PDC_T1w__ax_63,3,"{'pdonnelly', 'ehuber', 'jyeatman '}",3,0.0,0.0
sub-NDARNM624PDC_T1w__ax_83,4,"{'anisha', 'dnkennedy', 'cMadan', 'jyeatman '}",4,0.0,0.0
sub-NDARNN218UGY_T1w__ax_113,4,"{'Dnkennedy', 'gkiar', 'cjmarkie', 'cMadan'}",4,0.75,0.5
sub-NDARNN218UGY_T1w__ax_133,5,"{'Dylan', 'Dnkennedy', 'satra', 'ekubota', 'cjmarkie'}",5,0.6,0.5477225575051662
sub-NDARNN218UGY_T1w__ax_53,4,"{'akeshavan', 'cjmarkie', 'pdonnelly'}",3,0.75,0.5
sub-NDARNN218UGY_T1w__ax_73,4,"{'Dylan', 'cMadan', 'cjmarkie', 'jyeatman '}",4,0.75,0.5
sub-NDARNN218UGY_T1w__ax_93,5,"{'spa', 'dnkennedy', 'ekubota', 'jyeatman '}",4,0.8,0.4472135954999579
sub-NDARNR709MMQ_T1w__ax_108,4,"{'Dylan', 'dnkennedy', 'Kesh'}",3,1.0,0.0
sub-NDARNR709MMQ_T1w__ax_128,4,"{'Dylan', 'pdonnelly'}",2,0.75,0.5
sub-NDARNR709MMQ_T1w__ax_48,3,"{'satra', 'cMadan', 'fpereira'}",3,0.0,0.0
sub-NDARNR709MMQ_T1w__ax_68,4,"{'Dnkennedy', 'ekubota', 'pdonnelly', 'andronovhopf'}",4,0.5,0.5773502691896257
sub-NDARNR709MMQ_T1w__ax_88,5,"{'Dnkennedy', 'ekubota', 'pdonnelly', 'andronovhopf'}",4,0.2,0.447213595499958
sub-NDARNR773DL4_T1w__ax_105,5,"{'Dylan', 'gkiar', 'anisha'}",3,1.0,0.0
sub-NDARNR773DL4_T1w__ax_125,8,"{'Dylan', 'gkiar', 'tsalo', 'cjmarkie', 'arokem'}",5,0.5,0.5345224838248488
sub-NDARNR773DL4_T1w__ax_145,5,"{'Dnkennedy', 'gkiar', 'Dylan'}",3,1.0,0.0
sub-NDARNR773DL4_T1w__ax_65,6,"{'akeshavan', 'Dnkennedy', 'dnkennedy', 'another_anisha'}",4,0.5,0.5477225575051661
sub-NDARNR773DL4_T1w__ax_85,3,"{'Dylan', 'Dnkennedy', 'dnkennedy'}",3,1.0,0.0
sub-NDARNT042GRA_T1w__ax_113,4,"{'akeshavan', 'dnkennedy', 'ekubota'}",3,0.5,0.5773502691896257
sub-NDARNT042GRA_T1w__ax_133,5,"{'Dylan', 'gkiar', 'another_anisha', 'pbellec', 'ekubota'}",5,0.8,0.44721359549995804
sub-NDARNT042GRA_T1w__ax_53,3,"{'anisha', 'dnkennedy', 'pbellec'}",3,1.0,0.0
sub-NDARNT042GRA_T1w__ax_73,7,"{'Dylan', 'dnkennedy', 'another_anisha', 'satra', 'cjmarkie'}",5,0.8571428571428571,0.37796447300922725
sub-NDARNT042GRA_T1w__ax_93,4,"{'Dylan', 'satra', 'ekubota'}",3,0.75,0.5
sub-NDARNT541VT2_T1w__ax_110,4,"{'Dnkennedy', 'gkiar', 'pdonnelly'}",3,0.75,0.5
sub-NDARNT541VT2_T1w__ax_130,4,"{'satra', 'cjmarkie', 'ekubota'}",3,1.0,0.0
sub-NDARNT541VT2_T1w__ax_50,8,"{'Dylan', 'Dnkennedy', 'cjmarkie', 'pdonnelly'}",4,1.0,0.0
sub-NDARNT541VT2_T1w__ax_70,4,"{'Dylan', 'Dnkennedy', 'satra', 'cjmarkie'}",4,1.0,0.0
sub-NDARNT541VT2_T1w__ax_90,4,"{'akeshavan', 'bv42', 'cjmarkie'}",3,0.75,0.5
sub-NDARNT572CMD_T1w__ax_112,8,"{'akeshavan', 'pdonnelly', 'ekubota'}",3,0.75,0.4629100498862757
sub-NDARNT572CMD_T1w__ax_132,4,"{'akeshavan', 'cjmarkie', 'another_anisha', 'ekubota'}",4,1.0,0.0
sub-NDARNT572CMD_T1w__ax_152,5,"{'akeshavan', 'cjmarkie'}",2,1.0,0.0
sub-NDARNT572CMD_T1w__ax_72,7,"{'akeshavan', 'pdonnelly', 'ekubota', 'bv42', 'cjmarkie'}",5,0.8571428571428571,0.37796447300922725
sub-NDARNT572CMD_T1w__ax_92,3,"{'Dylan', 'Dnkennedy', 'bv42'}",3,1.0,0.0
sub-NDARNT939YMG_T1w__ax_107,6,"{'akeshavan', 'cjmarkie', 'ekubota'}",3,1.0,0.0
sub-NDARNT939YMG_T1w__ax_127,4,"{'tsalo', 'cjmarkie', 'pdonnelly', 'ekubota'}",4,0.75,0.5
sub-NDARNT939YMG_T1w__ax_147,4,"{'Dnkennedy', 'Dylan', 'bv42'}",3,0.75,0.5
sub-NDARNT939YMG_T1w__ax_67,5,"{'Dylan', 'Dnkennedy', 'dnkennedy', 'pbellec'}",4,1.0,0.0
sub-NDARNT939YMG_T1w__ax_87,4,"{'Dylan', 'another_anisha'}",2,1.0,0.0
sub-NDARNU137XR4_T1w__ax_118,3,"{'binarybottle', 'gkiar', 'jyeatman '}",3,0.0,0.0
sub-NDARNU137XR4_T1w__ax_138,7,"{'Dnkennedy', '62442katieb', 'akeshavan', 'ekubota', 'anisha', 'cjmarkie'}",6,0.2857142857142857,0.48795003647426655
sub-NDARNU137XR4_T1w__ax_158,4,"{'anisha', 'Dylan', 'dnkennedy', 'cjmarkie'}",4,0.0,0.0
sub-NDARNU137XR4_T1w__ax_178,4,"{'Dnkennedy', 'ekubota'}",2,0.5,0.5773502691896257
sub-NDARNU137XR4_T1w__ax_198,4,"{'Dnkennedy', 'binarybottle', 'satra'}",3,0.0,0.0
sub-NDARNU249EDF_T1w__ax_107,6,"{'Dnkennedy', 'cjmarkie', 'akeshavan', 'ekubota'}",4,0.3333333333333333,0.5163977794943223
sub-NDARNU249EDF_T1w__ax_127,4,"{'Dnkennedy', 'gkiar', 'Dylan', '62442katieb'}",4,0.75,0.5
sub-NDARNU249EDF_T1w__ax_147,3,"{'Dnkennedy', 'Dylan', 'dnkennedy'}",3,1.0,0.0
sub-NDARNU249EDF_T1w__ax_67,4,"{'Dylan', 'ekubota', 'arokem', 'fpereira'}",4,1.0,0.0
sub-NDARNU249EDF_T1w__ax_87,4,"{'Dylan', 'dnkennedy'}",2,1.0,0.0
sub-NDARNU497GTX_T1w__ax_115,7,"{'akeshavan', 'pdonnelly', 'ekubota', 'tsalo', 'cjmarkie'}",5,1.0,0.0
sub-NDARNU497GTX_T1w__ax_135,4,"{'Dylan', 'cjmarkie'}",2,0.5,0.5773502691896257
sub-NDARNU497GTX_T1w__ax_155,6,"{'Dylan', 'cjmarkie', 'another_anisha', 'pbellec'}",4,0.6666666666666666,0.5163977794943223
sub-NDARNU497GTX_T1w__ax_175,5,"{'akeshavan', 'dnkennedy', 'ekubota', '62442katieb'}",4,0.6,0.5477225575051662
sub-NDARNU497GTX_T1w__ax_95,3,"{'bv42', 'another_anisha', 'arokem'}",3,0.0,0.0
sub-NDARNV332JF2_T1w__ax_100,4,"{'Dylan', 'arokem', 'ekubota', 'andronovhopf'}",4,0.5,0.5773502691896257
sub-NDARNV332JF2_T1w__ax_120,3,"{'anisha', 'Dnkennedy', 'Dylan'}",3,1.0,0.0
sub-NDARNV332JF2_T1w__ax_140,6,"{'Kesh', 'another_anisha', 'ekubota', 'pdonnelly'}",4,0.6666666666666666,0.5163977794943223
sub-NDARNV332JF2_T1w__ax_60,3,"{'Dylan', 'cjmarkie', '62442katieb'}",3,1.0,0.0
sub-NDARNV332JF2_T1w__ax_80,10,"{'akeshavan', 'binarybottle', 'tsalo', 'ekubota', 'bv42', 'cjmarkie', 'arokem'}",7,0.7,0.4830458915396479
sub-NDARNV399BV4_T1w__ax_101,3,"{'Dylan', 'akeshavan'}",2,0.0,0.0
sub-NDARNV399BV4_T1w__ax_121,9,"{'Dylan', 'Dnkennedy', 'akeshavan', 'ekubota', 'cjmarkie'}",5,0.4444444444444444,0.5270462766947299
sub-NDARNV399BV4_T1w__ax_141,4,"{'akeshavan', 'cjmarkie'}",2,0.5,0.5773502691896257
sub-NDARNV399BV4_T1w__ax_161,3,"{'Dnkennedy', 'arokem'}",2,0.0,0.0
sub-NDARNV399BV4_T1w__ax_81,5,"{'akeshavan', 'dnkennedy', 'cjmarkie', 'ekubota'}",4,0.0,0.0
sub-NDARNW218ZBU_T1w__ax_107,3,"{'anisha', 'cjmarkie', 'pdonnelly'}",3,0.6666666666666666,0.5773502691896258
sub-NDARNW218ZBU_T1w__ax_127,4,"{'cjmarkie', 'pdonnelly', 'ekubota'}",3,1.0,0.0
sub-NDARNW218ZBU_T1w__ax_147,4,"{'akeshavan', 'gkiar', 'dnkennedy', 'pbellec'}",4,0.75,0.5
sub-NDARNW218ZBU_T1w__ax_67,5,"{'akeshavan', 'ekubota'}",2,0.6,0.5477225575051662
sub-NDARNW218ZBU_T1w__ax_87,4,"{'Dylan', 'ekubota'}",2,0.75,0.5
sub-NDARNX218UY5_T1w__ax_103,6,"{'anisha', 'cjmarkie', 'pdonnelly'}",3,0.5,0.5477225575051661
sub-NDARNX218UY5_T1w__ax_123,3,"{'akeshavan', 'cjmarkie', 'ekubota'}",3,0.6666666666666666,0.5773502691896258
sub-NDARNX218UY5_T1w__ax_143,4,"{'Dnkennedy', 'cjmarkie', 'ekubota'}",3,0.75,0.5
sub-NDARNX218UY5_T1w__ax_63,3,"{'Dnkennedy', 'ekubota'}",2,1.0,0.0
sub-NDARNX218UY5_T1w__ax_83,4,"{'anisha', 'gkiar', 'akeshavan', 'ekubota'}",4,0.0,0.0
sub-NDARNZ615UEU_T1w__ax_112,5,"{'Dylan', 'dnkennedy', 'Kesh', 'akeshavan', 'cjmarkie'}",5,0.8,0.4472135954999579
sub-NDARNZ615UEU_T1w__ax_132,8,"{'Kesh', 'akeshavan', 'pdonnelly', 'ekubota', 'bv42', 'cjmarkie', 'arokem'}",7,0.625,0.5175491695067657
sub-NDARNZ615UEU_T1w__ax_152,4,"{'Dnkennedy', 'binarybottle', 'akeshavan', 'ekubota'}",4,0.75,0.5
sub-NDARNZ615UEU_T1w__ax_72,8,"{'Dnkennedy', 'Dylan', 'akeshavan', 'ekubota'}",4,0.875,0.3535533905932738
sub-NDARNZ615UEU_T1w__ax_92,4,"{'Dylan', 'satra', 'arokem'}",3,1.0,0.0
sub-NDARPC817XZ5_T1w__ax_109,5,"{'Dnkennedy', 'Dylan'}",2,1.0,0.0
sub-NDARPC817XZ5_T1w__ax_129,6,"{'akeshavan', 'dnkennedy', 'cjmarkie', 'arokem'}",4,0.8333333333333334,0.408248290463863
sub-NDARPC817XZ5_T1w__ax_149,5,"{'anisha', 'satra', 'Dylan', 'akeshavan'}",4,1.0,0.0
sub-NDARPC817XZ5_T1w__ax_69,4,"{'Dylan', 'dnkennedy', 'akeshavan'}",3,0.75,0.5
sub-NDARPC817XZ5_T1w__ax_89,3,"{'akeshavan', 'dnkennedy', 'arokem'}",3,0.6666666666666666,0.5773502691896258
sub-NDARPD977VX2_T1w__ax_112,5,"{'akeshavan', 'ekubota'}",2,1.0,0.0
sub-NDARPD977VX2_T1w__ax_132,4,"{'Dnkennedy', 'cjmarkie', 'jyeatman '}",3,1.0,0.0
sub-NDARPD977VX2_T1w__ax_152,4,"{'Dylan', 'cjmarkie', 'akeshavan', 'another_anisha'}",4,1.0,0.0
sub-NDARPD977VX2_T1w__ax_72,3,"{'Dylan', 'dnkennedy', 'cjmarkie'}",3,1.0,0.0
sub-NDARPD977VX2_T1w__ax_92,4,"{'Dylan', 'Dnkennedy', 'another_anisha'}",3,1.0,0.0
sub-NDARPE056ACA_T1w__ax_102,5,"{'akeshavan', 'Dnkennedy', 'gkiar', 'satra'}",4,1.0,0.0
sub-NDARPE056ACA_T1w__ax_122,5,"{'Dylan', 'dnkennedy', 'another_anisha', 'satra', 'ekubota'}",5,1.0,0.0
sub-NDARPE056ACA_T1w__ax_142,7,"{'Dnkennedy', 'akeshavan', 'sliew', 'anisha', 'cjmarkie'}",5,1.0,0.0
sub-NDARPE056ACA_T1w__ax_62,4,"{'akeshavan', 'cjmarkie', 'ekubota'}",3,0.75,0.5
sub-NDARPE056ACA_T1w__ax_82,3,"{'Dnkennedy', 'ekubota', 'pbellec'}",3,1.0,0.0
sub-NDARPE404CMV_T1w__ax_106,6,"{'Dylan', 'Dnkennedy', 'ekubota'}",3,1.0,0.0
sub-NDARPE404CMV_T1w__ax_126,5,"{'Dylan', 'satra', 'dnkennedy'}",3,1.0,0.0
sub-NDARPE404CMV_T1w__ax_146,4,"{'Dylan', 'binarybottle', 'gkiar', '62442katieb'}",4,0.75,0.5
sub-NDARPE404CMV_T1w__ax_66,8,"{'akeshavan', 'gkiar', 'cjmarkie', 'ekubota'}",4,0.875,0.3535533905932738
sub-NDARPE404CMV_T1w__ax_86,5,"{'Dylan', 'akeshavan', 'cjmarkie'}",3,0.6,0.5477225575051662
sub-NDARPE596LZL_T1w__ax_110,6,"{'Dylan', 'Dnkennedy', 'Kesh', 'ekubota', 'bv42'}",5,1.0,0.0
sub-NDARPE596LZL_T1w__ax_130,4,"{'Dylan', 'dnkennedy', 'akeshavan', 'Danjonpeterson '}",4,0.75,0.5
sub-NDARPE596LZL_T1w__ax_50,3,"{'akeshavan', 'gkiar', 'dnkennedy'}",3,1.0,0.0
sub-NDARPE596LZL_T1w__ax_70,4,"{'Dylan', 'akeshavan', 'ekubota'}",3,1.0,0.0
sub-NDARPE596LZL_T1w__ax_90,3,"{'Dnkennedy', 'Dylan', '62442katieb'}",3,1.0,0.0
sub-NDARPF118ABV_T1w__ax_112,4,"{'ekubota', 'Kesh', 'pdonnelly', 'andronovhopf'}",4,1.0,0.0
sub-NDARPF118ABV_T1w__ax_132,5,"{'akeshavan', 'binarybottle', 'cjmarkie', 'another_anisha'}",4,0.8,0.44721359549995804
sub-NDARPF118ABV_T1w__ax_152,5,"{'Dnkennedy', 'Dylan', 'dnkennedy', 'ekubota'}",4,1.0,0.0
sub-NDARPF118ABV_T1w__ax_72,3,"{'Dylan', 'bv42', 'dnkennedy'}",3,0.6666666666666666,0.5773502691896258
sub-NDARPF118ABV_T1w__ax_92,5,"{'Dylan', 'bv42', 'dnkennedy'}",3,0.4,0.5477225575051662
sub-NDARPF179GNV_T1w__ax_111,5,"{'akeshavan', 'arokem', 'cjmarkie', 'ekubota'}",4,1.0,0.0
sub-NDARPF179GNV_T1w__ax_131,5,"{'akeshavan', 'Dnkennedy', 'Dylan', 'ekubota'}",4,0.8,0.44721359549995804
sub-NDARPF179GNV_T1w__ax_151,4,"{'Dylan', 'gkiar', 'Kesh', 'pdonnelly'}",4,1.0,0.0
sub-NDARPF179GNV_T1w__ax_71,3,"{'Dnkennedy', 'akeshavan'}",2,1.0,0.0
sub-NDARPF179GNV_T1w__ax_91,6,"{'Dnkennedy', 'akeshavan', 'pbellec', 'ekubota', 'cjmarkie'}",5,0.8333333333333334,0.408248290463863
sub-NDARPG072ZZ7_T1w__ax_113,6,"{'Dnkennedy', 'akeshavan', 'gkiar', 'cjmarkie', 'arokem'}",5,1.0,0.0
sub-NDARPG072ZZ7_T1w__ax_133,4,"{'anisha', 'Dnkennedy', 'gkiar', 'Dylan'}",4,0.75,0.5
sub-NDARPG072ZZ7_T1w__ax_53,4,"{'Dnkennedy', 'akeshavan', 'ekubota'}",3,1.0,0.0
sub-NDARPG072ZZ7_T1w__ax_73,3,"{'Dnkennedy', 'gkiar', 'cjmarkie'}",3,1.0,0.0
sub-NDARPG072ZZ7_T1w__ax_93,5,"{'Dylan', 'vkeshavan', 'Kesh', 'akeshavan', 'cjmarkie'}",5,0.8,0.4472135954999579
sub-NDARPH844KP2_T1w__ax_114,3,"{'akeshavan', 'binarybottle', 'bv42'}",3,1.0,0.0
sub-NDARPH844KP2_T1w__ax_134,6,"{'akeshavan', 'cjmarkie', 'ekubota'}",3,0.5,0.5477225575051661
sub-NDARPH844KP2_T1w__ax_54,7,"{'Dnkennedy', 'spa', 'cjmarkie', 'bv42'}",4,0.5714285714285714,0.5345224838248488
sub-NDARPH844KP2_T1w__ax_74,4,"{'akeshavan', 'Kesh', 'ekubota'}",3,0.5,0.5773502691896257
sub-NDARPH844KP2_T1w__ax_94,4,"{'Dnkennedy', 'Dylan', 'akeshavan'}",3,0.75,0.5
sub-NDARPL306LC6_T1w__ax_102,4,"{'anisha', 'Dnkennedy', 'cjmarkie'}",3,0.5,0.5773502691896257
sub-NDARPL306LC6_T1w__ax_122,6,"{'Dylan', 'Dnkennedy', 'gkiar', 'satra', 'binarybottle'}",5,1.0,0.0
